simplified,vietnamese,pinyin,english,hsk_level
的话,,de huà,if (coming after a conditional clause),5
的确,,dí què,really; indeed,5
得,,dé,to obtain; to get; to gain; to catch (a disease); proper; suitable; proud; contented; to allow; to permit; ready; finished,5
得出,,dé chū,to obtain (a result); to arrive at (a conclusion),5
得到,,dé dào,to get; to obtain; to receive,5
得分,,dé fēn,to score,5
得了,,dé le,all right!; that's enough!,5
得以,,dé yǐ,able to; so that sb can; enabling; in order to; finally in a position to; with sth in view,5
得意,,dé yì,proud of oneself; pleased with oneself; complacent,5
灯,,dēng,lamp; light; lantern,5
灯光,,dēng guāng,(stage) lighting; light,5
登,,dēng,to scale (a height); to ascend; to mount; to publish or record; to enter (e.g. in a register); to press down with the foot; to step or tread on; to put on (shoes or trousers) (dialect); to be gathered and taken to the threshing ground (old),5
登记,,dēng jì,to register (one's name),5
登录,,dēng lù,to register; to log in,5
登山,,dēng shān,to climb a mountain; climbing; mountaineering,5
等,,děng,class; rank; grade; equal to; same as; to wait for; to await; et cetera; and so on; et al. (and other authors); after; as soon as; once,5
等待,,děng dài,to wait; to wait for,5
等到,,děng dào,to wait until; by the time when (sth is ready etc),5
等候,,děng hòu,to wait; to wait for,5
等级,,děng jí,grade; rank; status,5
等于,,děng yú,to equal; to be tantamount to,5
低,,dī,low; beneath; to lower (one's head); to let droop; to hang down; to incline,5
低于,,dī yú,to be lower than,5
敌人,,dí rén,enemy,5
底,,de,(equivalent to 的 as possessive particle),5
底下,,dǐ xia,the location below sth; afterwards,5
弟,,dì,younger brother; junior male; I (modest word in letter),5
弟弟,,dì di,younger brother,5
递,,dì,to hand over; to pass on; to deliver; (bound form) progressively; in the proper order,5
递给,,dì gěi,to hand it (i.e. the aforementioned item) to (sb),5
第,,dì,"(prefix indicating ordinal number, as in 六 ""sixth""); (literary) grades in which successful candidates in the imperial examinations were placed; (old) residence of a high official; (literary) but; however; (literary) only; just",5
第二,,dì èr,second; number two; next; secondary,5
典礼,,diǎn lǐ,celebration; ceremony,5
典型,,diǎn xíng,model; typical case; archetype; typical; representative,5
点,,diǎn,point; dot; drop; speck; o'clock; point (in space or time); to draw a dot; to check on a list; to choose; to order (food in a restaurant); to touch briefly; to hint; to light; to ignite; to pour a liquid drop by drop; (old) one fifth of a two-hour watch 更; dot stroke in Chinese characters; classifier for items,5
点名,,diǎn míng,roll call; to mention sb by name; (to call or praise or criticize sb) by name,5
点燃,,diǎn rán,to ignite; to set on fire; aflame,5
点头,,diǎn tóu,to nod,5
电,,diàn,lightning; electricity; electric (bound form); to get (or give) an electric shock; phone call or telegram etc; to send via telephone or telegram etc,5
电池,,diàn chí,battery,5
电灯,,diàn dēng,electric light,5
电动车,,diàndòngchē,Electric vehicle,5
电饭锅,,diàn fàn guō,electric rice cooker,5
电话,,diàn huà,telephone; phone call; phone number,5
电脑,,diàn nǎo,computer,5
电视,,diàn shì,television; TV,5
电视机,,diàn shì jī,television set,5
电视剧,,diàn shì jù,TV series; TV drama,5
电视台,,diàn shì tái,television station,5
电台,,diàn tái,transmitter-receiver; broadcasting station; radio station,5
电梯,,diàn tī,elevator; escalator,5
电影,,diàn yǐng,movie; film,5
电影院,,diàn yǐng yuàn,cinema; movie theater,5
电源,,diàn yuán,electric power source,5
电子版,,diàn zǐ bǎn,electronic edition; digital version,5
电子邮件,,diàn zǐ yóu jiàn,email,5
店,,diàn,inn; old-style hotel; (bound form) shop; store,5
调,,diào,to transfer; to move (troops or cadres); to investigate; to enquire into; accent; view; argument; key (in music); mode (music); tune; tone; melody,5
调查,,diào chá,investigation; inquiry; to investigate; to survey; survey; (opinion) poll,5
调动,,diào dòng,to transfer; to maneuver (troops etc); movement of personnel; to mobilize; to bring into play,5
调节,,tiáo jié,to adjust; to regulate; to harmonize; to reconcile (accountancy etc),5
调解,,tiáo jiě,to mediate; to bring parties to an agreement,5
调皮,,tiáo pí,naughty; mischievous; unruly,5
调整,,tiáo zhěng,to adjust; adjustment; revision,5
掉,,diào,"to fall; to drop; to lag behind; to lose; to go missing; to reduce; fall (in prices); to lose (value, weight etc); to wag; to swing; to turn; to change; to exchange; to swap; to show off; to shed (hair); (used after certain verbs to express completion, fulfillment, removal etc)",5
顶,,dǐng,"apex; crown of the head; top; roof; most; to carry on the head; to push to the top; to go against; to replace; to substitute; to be subjected to (an aerial bombing, hailstorm etc); (slang) to ""bump"" a forum thread to raise its profile; classifier for headwear, hats, veils etc",5
订,,dìng,to agree; to conclude; to draw up; to subscribe to (a newspaper etc); to order,5
定,,dìng,to set; to fix; to determine; to decide; to order,5
定期,,dìng qī,at set dates; at regular intervals; periodic; limited to a fixed period of time; fixed term,5
丢,,diū,to lose; to put aside; to throw,5
东,,Dōng,surname Dong,5
东北,,Dōng běi,Northeast China; Manchuria,5
东边,,dōng bian,east; east side; eastern part; to the east of,5
东部,,dōng bù,the east; eastern part,5
东方,,Dōng fāng,the East; the Orient; two-character surname Dongfang,5
东南,,dōng nán,southeast,5
东西,,dōng xī,east and west,5
冬季,,dōng jì,winter,5
冬天,,dōng tiān,winter,5
懂,,dǒng,to understand; to comprehend,5
懂得,,dǒng de,to understand; to know; to comprehend,5
动,,dòng,"(of sth) to move; to set in movement; to displace; to touch; to make use of; to stir (emotions); to alter; abbr. for 动词, verb",5
动画片,,dòng huà piàn,animated film,5
动机,,dòng jī,motive; motivation,5
动力,,dòng lì,motive power; force; (fig.) motivation; impetus,5
动人,,dòng rén,touching; moving,5
动手,,dòng shǒu,to set about (a task); to hit; to punch; to touch,5
动态,,dòng tài,movement; motion; development; trend; dynamic (science),5
动物,,dòng wù,animal,5
动物园,,dòng wù yuán,zoo,5
动摇,,dòng yáo,to sway; to waver; to rock; to rattle; to destabilize; to pose a challenge to,5
动员,,dòng yuán,to mobilize; mobilization,5
动作,,dòng zuò,movement; motion; action; to act; to move,5
冻,,dòng,to freeze; to feel very cold; aspic or jelly,5
洞,,dòng,cave; hole; zero (unambiguous spoken form when spelling out numbers),5
都,,Dū,surname Du,5
豆腐,,dòu fu,tofu; bean curd,5
豆制品,,dòu zhì pǐn,legume-based product; soybean product,5
毒,,dú,poison; to poison; poisonous; malicious; cruel; fierce; narcotics,5
独立,,dú lì,independent; independence; to stand alone,5
独特,,dú tè,unique; distinctive,5
独自,,dú zì,alone,5
读,,dòu,comma; phrase marked by pause,5
读书,,dú shū,to read a book; to study; to attend school,5
读音,,dú yīn,pronunciation; literary (rather than colloquial) pronunciation of a Chinese character,5
读者,,dú zhě,reader,5
堵,,dǔ,"to block up (a road, pipe etc); to stop up (a hole); (fig.) (of a person) choked up with anxiety or stress; wall (literary); (classifier for walls)",5
堵车,,dǔ chē,traffic jam; (of traffic) to get congested,5
肚子,,dù zi,belly; abdomen; stomach,5
度,,dù,"to pass; to spend (time); measure; limit; extent; degree of intensity; degree (angles, temperature etc); kilowatt-hour; classifier for events and occurrences",5
度过,,dù guò,to pass; to spend (time); to survive; to get through,5
短,,duǎn,short; brief; to lack; weak point; fault,5
短处,,duǎn chù,shortcoming; defect; fault; one's weak points,5
短裤,,duǎn kù,short pants; shorts,5
短期,,duǎn qī,short term; short-term,5
短信,,duǎn xìn,text message; SMS,5
段,,Duàn,surname Duan,5
断,,duàn,to break; to snap; to cut off; to give up or abstain from sth; to judge; (usu. used in the negative) absolutely; definitely; decidedly,5
锻炼,,duàn liàn,to toughen; to temper; to engage in physical exercise; to work out; (fig.) to develop one's skills; to train oneself,5
堆,,duī,to pile up; to heap up; a mass; pile; heap; stack; large amount,5
队,,duì,squadron; team; group,5
队员,,duì yuán,team member,5
队长,,duì zhǎng,captain; team leader,5
对,,duì,right; correct; towards; at; for; concerning; regarding; to treat (sb a certain way); to face; (bound form) opposite; facing; matching; to match together; to adjust; to fit; to suit; to answer; to reply; to add; to pour in (a fluid); to check; to compare; classifier: couple; pair,5
对比,,duì bǐ,to contrast; contrast; ratio,5
对不起,,duì bu qǐ,I'm sorry; excuse me; I beg your pardon; to let (sb) down; to disappoint,5
对待,,duì dài,to treat; treatment,5
对方,,duì fāng,the other person; the other side; the other party,5
对付,,duì fu,to handle; to deal with; to tackle; to get by with; to make do; (dialect) (usu. used in the negative) to get along with (sb),5
对话,,duì huà,to talk (with sb); dialogue; conversation,5
对立,,duì lì,to oppose; to set sth against; to be antagonistic to; antithetical; relative opposite; opposing; diametrical,5
对面,,duì miàn,(sitting) opposite; across (the street); directly in front; to be face to face,5
对手,,duì shǒu,opponent; rival; competitor; (well-matched) adversary; match,5
对象,,duì xiàng,target; object; partner; boyfriend; girlfriend,5
对应,,duì yìng,to correspond (to); to be equivalent to; to be a counterpart to,5
对于,,duì yú,regarding; as far as (sth) is concerned; with regard to,5
吨,,dūn,ton (loanword); Taiwan pr. [dùn],5
顿,,dùn,"to stop; to pause; to arrange; to lay out; to kowtow; to stamp (one's foot); at once; classifier for meals, beatings, scoldings etc: time, bout, spell, meal",5
多,,duō,many; much; too many; in excess; (after a numeral) ... odd; how (to what extent) (Taiwan pr. [duó]); (bound form) multi-; poly-,5
多次,,duō cì,many times; repeatedly,5
多久,,duō jiǔ,(of time) how long?; (not) a long time,5
多么,,duō me,how (wonderful etc); what (a great idea etc); however (difficult it may be etc); (in interrogative sentences) how (much etc); to what extent,5
多年,,duō nián,many years; for many years; longstanding,5
多少,,duō shǎo,number; amount; somewhat,5
多数,,duō shù,majority; most,5
多样,,duō yàng,diverse; diversity; manifold,5
多云,,duō yún,cloudy (meteorology),5
多种,,duō zhǒng,many kinds of; multiple; diverse; multi-,5
躲,,duǒ,to hide; to dodge; to avoid,5
朵,,duǒ,"flower; earlobe; fig. item on both sides; classifier for flowers, clouds etc",5
恶心,,ě xīn,variant of 恶心,5
饿,,è,to be hungry; hungry; to starve (sb),5
儿女,,ér nu:3,children; sons and daughters; a young man and a young woman (in love),5
儿童,,ér tóng,child,5
儿子,,ér zi,son,5
而,,ér,and; as well as; and so; but (not); yet (not); (indicates causal relation); (indicates change of state); (indicates contrast),5
而且,,ér qiě,(not only ...) but also; moreover; in addition; furthermore,5
而是,,ér shì,rather,5
耳朵,,ěr duo,ear; handle (on a cup),5
耳机,,ěr jī,headphones; earphones; telephone receiver,5
二,,èr,two; 2; (Beijing dialect) stupid,5
二手,,èr shǒu,"indirectly acquired; second-hand (information, equipment etc); assistant",5
二维码,,èr wéi mǎ,two-dimensional barcode; QR code,5
发,,fā,to send out; to show (one's feeling); to issue; to develop; to make a bundle of money; classifier for gunshots (rounds),5
发表,,fā biǎo,to issue; to publish,5
发布,,fā bù,to release; to issue; to announce; to distribute; also written 发布,5
发出,,fā chū,"to issue (an order, decree etc); to send out; to dispatch; to produce (a sound); to let out (a laugh)",5
发达,,fā dá,well-developed; flourishing; to develop; to promote; to expand; (literary) to achieve fame and fortune; to prosper,5
发动,,fā dòng,to start; to launch; to unleash; to mobilize; to arouse,5
发挥,,fā huī,to display; to exhibit; to bring out implicit or innate qualities; to express (a thought or moral); to develop (an idea); to elaborate (on a theme),5
发觉,,fā jué,to become aware; to detect; to realize; to perceive,5
发明,,fā míng,to invent; an invention,5
发票,,fā piào,invoice; receipt or bill for purchase,5
发烧,,fā shāo,to have a high temperature (from illness); to have a fever,5
发射,,fā shè,to shoot (a projectile); to fire (a rocket); to launch; to emit (a particle); to discharge; emanation; emission,5
发生,,fā shēng,to happen; to occur; to take place; to break out,5
发送,,fā sòng,to transmit; to dispatch; to issue (an official document or credential),5
发现,,fā xiàn,to notice; to become aware of; to discover; to find; to detect; a discovery,5
发行,,fā xíng,"to publish; to issue (stocks, currency etc); to release; to distribute (a film)",5
发言,,fā yán,to make a speech; statement; utterance,5
发展,,fā zhǎn,development; growth; to develop; to grow; to expand,5
罚,,fá,to punish; to penalize,5
罚款,,fá kuǎn,to fine; penalty; fine (monetary),5
法,,fǎ,variant of 法,5
法官,,fǎ guān,judge (in court),5
法规,,fǎ guī,legislation; statute,5
法律,,fǎ lu:4,law,5
法院,,fǎ yuàn,court of law; court,5
法制,,fǎ zhì,legal system and institutions,5
翻,,fān,to turn over; to flip over; to overturn; to rummage through; to translate; to decode; to double; to climb over or into; to cross,5
翻译,,fān yì,to translate; to interpret; translator; interpreter; translation; interpretation,5
烦,,fán,to feel vexed; to bother; to trouble; superfluous and confusing; edgy,5
繁荣,,fán róng,prosperous; booming (economy),5
反,,fǎn,contrary; in reverse; inside out or upside down; to reverse; to return; to oppose; opposite; against; anti-; to rebel; to use analogy; instead; abbr. for 切 phonetic system,5
反对,,fǎn duì,to oppose; to be against; to object to,5
反而,,fǎn ér,on the contrary; instead,5
反复,,fǎn fù,variant of 反复,5
反应,,fǎn yìng,to react; to respond; reaction; response; reply; chemical reaction,5
反映,,fǎn yìng,to mirror; to reflect; mirror image; reflection; (fig.) to report; to make known; to render,5
反正,,fǎn zhèng,anyway; in any case; to come over from the enemy's side,5
返回,,fǎn huí,to return to; to come (or go) back,5
饭,,fàn,cooked rice; meal; (loanword) fan; devotee,5
饭店,,fàn diàn,restaurant; hotel,5
饭馆,,fàn guǎn,restaurant,5
范围,,fàn wéi,range; scope; limit; extent,5
方,,Fāng,surname Fang,5
方案,,fāng àn,plan; program (for action etc); proposal; proposed bill,5
方便,,fāng biàn,convenient; suitable; to facilitate; to make things easy; having money to spare; (euphemism) to relieve oneself,5
方便面,,fāng biàn miàn,instant noodles,5
方法,,fāng fǎ,method; way; means,5
方面,,fāng miàn,respect; aspect; field; side,5
方式,,fāng shì,way; manner; style; mode; pattern,5
方向,,fāng xiàng,direction; orientation,5
方针,,fāng zhēn,policy; guidelines,5
防,,fáng,to protect; to defend; to guard against; to prevent,5
防止,,fáng zhǐ,to prevent; to guard against; to take precautions,5
防治,,fáng zhì,to prevent and cure; prevention and cure,5
房东,,fáng dōng,landlord,5
房间,,fáng jiān,room,5
房屋,,fáng wū,house; building,5
房子,,fáng zi,house; building (single- or two-story); apartment; room,5
房租,,fáng zū,rent for a room or house,5
访问,,fǎng wèn,to visit; to call on; to interview,5
放,,fàng,to put; to place; to release; to free; to let go; to let out; to set off (fireworks),5
放大,,fàng dà,to enlarge; to magnify,5
放到,,fàng dào,Put in,5
放假,,fàng jià,to have a holiday or vacation,5
放弃,,fàng qì,to renounce; to abandon; to give up,5
放松,,fàng sōng,to relax; to slacken; to loosen,5
放下,,fàng xià,to lay down; to put down; to let go of; to relinquish; to set aside; to lower (the blinds etc),5
放心,,fàng xīn,to feel relieved; to feel reassured; to be at ease,5
放学,,fàng xué,to dismiss students at the end of the school day,5
飞,,fēi,to fly,5
飞机,,fēi jī,airplane,5
飞行,,fēi xíng,(of planes etc) to fly; flying; flight; aviation,5
非,,Fēi,"abbr. for 洲, Africa",5
非常,,fēi cháng,very; really; unusual; extraordinary,5
肥,,féi,fat; fertile; loose-fitting or large; to fertilize; to become rich by illegal means; fertilizer; manure,5
费,,Fèi,surname Fei,5
费用,,fèi yòng,cost; expenditure; expense,5
分,,fēn,to divide; to separate; to distribute; to allocate; to distinguish (good and bad); (bound form) branch of (an organization); sub- (as in 局); fraction; one tenth (of certain units); unit of length equivalent to 0.33 cm; minute (unit of time); minute (angular measurement unit); a point (in sports or games); 0.01 yuan (unit of money),5
分别,,fēn bié,to part; to leave each other; to distinguish; to tell apart; difference; distinction; in different ways; differently; separately; individually,5
分布,,fēn bù,"to scatter; to distribute; to be distributed (over an area etc); (statistical, geographic) distribution",5
分成,,fēn chéng,to divide (into); to split a bonus; to break into; tenths; percentage allotment,5
分解,,fēn jiě,to resolve; to decompose; to break down,5
分开,,fēn kāi,to separate; to part,5
分类,,fēn lèi,to classify,5
分离,,fēn lí,to separate,5
分配,,fēn pèi,to distribute; to assign; to allocate; to partition (a hard drive),5
分散,,fēn sàn,to scatter; to disperse; to distribute,5
分手,,fēn shǒu,to part company; to split up; to break up,5
分数,,fēn shù,(exam) grade; mark; score; fraction,5
分为,,fēn wéi,to divide sth into (parts); to subdivide,5
分析,,fēn xī,to analyze; analysis,5
分享,,fēn xiǎng,to share (let others have some of sth good),5
分之,,fēn zhī,(indicating a fraction),5
分钟,,fēn zhōng,minute,5
分组,,fēn zǔ,to divide into groups; group (formed from a larger group); subgroup; (computer networking) packet,5
纷纷,,fēn fēn,one after another; in succession; one by one; continuously; diverse; in profusion; numerous and confused; pell-mell,5
份,,fèn,"classifier for gifts, newspaper, magazine, papers, reports, contracts etc; variant of 分",5
奋斗,,fèn dòu,to strive; to struggle,5
丰富,,fēng fù,to enrich; rich; plentiful; abundant,5
丰收,,fēng shōu,bumper harvest,5
风,,fēng,wind; news; style; custom; manner,5
风度,,fēng dù,elegance (for men); elegant demeanor; grace; poise,5
风格,,fēng gé,style,5
风光,,fēng guāng,scene; view; sight; landscape; to be well-regarded; to be well-off; grand (dialect); impressive (dialect),5
风景,,fēng jǐng,scenery; landscape,5
风俗,,fēng sú,social custom,5
风险,,fēng xiǎn,risk; hazard,5
封,,Fēng,surname Feng,5
封闭,,fēng bì,to close; to seal off; to close down (an illegal venue); closed (i.e. isolated from outside input),5
疯,,fēng,insane; mad; wild,5
疯狂,,fēng kuáng,crazy; frenzied; wild,5
否定,,fǒu dìng,to negate; to deny; to reject; negative (answer); negation,5
否认,,fǒu rèn,to declare to be untrue; to deny,5
否则,,fǒu zé,otherwise; if not; or (else),5
扶,,fú,to support with the hand; to help sb up; to support oneself by holding onto something; to help,5
服从,,fú cóng,to obey (an order); to comply; to defer,5
服务,,fú wù,to serve; service,5
服务员,,fú wù yuán,waiter; waitress; attendant; customer service personnel,5
服装,,fú zhuāng,dress; clothing; costume; clothes,5
符号,,fú hào,symbol; mark; sign,5
符合,,fú hé,in keeping with; in accordance with; tallying with; in line with; to agree with; to accord with; to conform to; to correspond with; to manage; to handle,5
幅,,fú,width; roll; classifier for textiles or pictures,5
幅度,,fú dù,width; extent; range; scope,5
福,,Fú,surname Fu; abbr. for Fujian province 省,5
福利,,fú lì,material benefit; benefit in kind; (social) welfare,5
辅助,,fǔ zhù,to assist; to aid; supplementary; auxiliary,5
父母,,fù mǔ,father and mother; parents,5
父亲,,fù qīn,father; also pr. [fù qin],5
付,,Fù,surname Fu,5
付出,,fù chū,to pay; to expend; to invest (energy or time),5
负担,,fù dān,"to bear (an expense, a responsibility etc); burden",5
负责,,fù zé,to be in charge of; to take responsibility for; to be to blame; conscientious,5
负责人,,fù zé rén,person in charge,5
附件,,fù jiàn,enclosure; attachment (email); appendix,5
附近,,fù jìn,nearby; neighboring; (in the) vicinity (of); neighborhood,5
复习,,fù xí,to review; revision,5
复印,,fù yìn,to photocopy; to duplicate a document,5
复杂,,fù zá,complicated; complex,5
复制,,fù zhì,to duplicate; to make a copy of; to copy; to reproduce; to clone,5
富,,Fù,surname Fu,5
夫妇,,fū fù,a (married) couple; husband and wife,5
夫妻,,fū qī,husband and wife; married couple,5
夫人,,fū ren,lady; madam; Mrs.,5
该,,gāi,should; ought to; probably; must be; to deserve; to owe; to be sb's turn to do sth; that; the above-mentioned,5
改,,gǎi,to change; to alter; to transform; to correct,5
改变,,gǎi biàn,to change; to alter; to transform,5
改革,,gǎi gé,reform; to reform,5
改进,,gǎi jìn,to improve; to make better; improvement,5
改善,,gǎi shàn,to make better; to improve,5
改造,,gǎi zào,to transform; to reform; to remodel; to remold,5
改正,,gǎi zhèng,to correct; to amend; to put right; correction,5
盖,,Gě,surname Ge,5
概括,,gài kuò,to summarize; to generalize; briefly; in broad outline,5
概念,,gài niàn,concept; idea,5
赶,,gǎn,to overtake; to catch up with; to hurry; to rush; to try to catch (the bus etc); to drive (cattle etc) forward; to drive (sb) away; to avail oneself of (an opportunity); until; by (a certain time),5
赶到,,gǎn dào,to hurry (to some place),5
赶紧,,gǎn jǐn,hurriedly; without delay,5
赶快,,gǎn kuài,quickly; at once,5
敢,,gǎn,to dare; daring; (polite) may I venture,5
感到,,gǎn dào,to feel; to sense; to perceive,5
感动,,gǎn dòng,to move (sb); to touch (sb emotionally); moving,5
感觉,,gǎn jué,feeling; impression; sensation; to feel; to perceive,5
感冒,,gǎn mào,to catch cold; (common) cold; (coll.) to be interested in (often used in the negative); (Tw) to detest; can't stand,5
感情,,gǎn qíng,emotion; sentiment; affection; feelings between two persons,5
感受,,gǎn shòu,to sense; perception; to feel (through the senses); to experience; a feeling; an impression; an experience,5
感想,,gǎn xiǎng,impressions; reflections; thoughts,5
感谢,,gǎn xiè,(express) thanks; gratitude; grateful; thankful; thanks,5
感兴趣,,gǎn xìng qù,to be interested,5
干,,gān,old variant of 干,5
干杯,,gān bēi,to drink a toast; Cheers! (proposing a toast); Here's to you!; Bottoms up!; lit. dry cup,5
干脆,,gān cuì,candid; direct and to the point; simply; just; might as well,5
干活儿,,gàn huó r,erhua variant of 干活,5
干净,,gān jìng,clean; neat,5
干吗,,gàn má,see 干嘛,5
干扰,,gān rǎo,to disturb; to interfere; perturbation; interference (physics),5
干什么,,gàn shén me,what are you doing?; what's he up to?,5
干预,,gān yù,to meddle; to intervene; intervention,5
刚,,gāng,hard; firm; strong; just; barely; exactly,5
刚才,,gāng cái,just now; a moment ago,5
刚刚,,gāng gang,just recently; just a moment ago,5
钢笔,,gāng bǐ,fountain pen,5
钢琴,,gāng qín,piano,5
高,,Gāo,surname Gao,5
高潮,,gāo cháo,"high tide; high water; upsurge; peak of activity; climax (of a story, a competition etc); to have an orgasm",5
高大,,gāo dà,tall; lofty; towering,5
高度,,gāo dù,height; altitude; elevation; high degree; highly,5
高跟鞋,,gāo gēn xié,high-heeled shoes,5
高级,,gāo jí,high level; high grade; advanced; high-ranking,5
高价,,gāo jià,high price,5
高尚,,gāo shàng,noble; lofty; refined; exquisite,5
高速,,gāo sù,high speed; expressway (abbr. for 路),5
高速公路,,gāo sù gōng lù,expressway; highway; freeway,5
高铁,,gāo tiě,high speed rail,5
高温,,gāo wēn,high temperature,5
高兴,,gāo xìng,happy; glad; willing (to do sth); in a cheerful mood,5
高于,,gāo yú,greater than; to exceed,5
高原,,gāo yuán,plateau,5
高中,,gāo zhōng,senior high school; abbr. for 高级中学,5
搞,,gǎo,to do; to make; to go in for; to set up; to get hold of; to take care of,5
搞好,,gǎo hǎo,to do well at; to do a good job,5
告别,,gào bié,to leave; to part from; to bid farewell to; to say goodbye to,5
告诉,,gào sù,to press charges; to file a complaint,5
哥,,gē,elder brother,5
哥哥,,gē ge,older brother,5
歌,,gē,song; to sing,5
歌迷,,gē mí,fan of a singer,5
歌曲,,gē qǔ,song,5
歌声,,gē shēng,singing voice; fig. original voice of a poet,5
歌手,,gē shǒu,singer,5
格外,,gé wài,especially; particularly,5
隔,,gé,to separate; to partition; to stand or lie between; at a distance from; after or at an interval of,5
隔壁,,gé bì,next door; neighbor,5
隔开,,gé kāi,to separate,5
个,,gě,used in 自个儿,5
个别,,gè bié,individually; one by one; just one or two; exceptional; rare,5
个儿,,gè r,size; height; stature,5
个人,,gè rén,individual; personal; oneself,5
个体,,gè tǐ,individual,5
个性,,gè xìng,individuality; personality,5
个子,,gè zi,height; stature; build; size,5
各,,gè,each; every,5
各地,,gè dì,in all parts of (a country); various regions,5
各个,,gè gè,"every; various; separately, one by one",5
各位,,gè wèi,"everybody; all (guests, colleagues etc); all of you",5
各种,,gè zhǒng,every kind of; all kinds of; various,5
各自,,gè zì,each; respective; apiece,5
给,,gěi,to; for; for the benefit of; to give; to allow; to do sth (for sb); (grammatical equivalent of 被); (grammatical equivalent of 把); (sentence intensifier),5
根,,gēn,"root; basis; classifier for long slender objects, e.g. cigarettes, guitar strings; radical (chemistry)",5
根本,,gēn běn,fundamental; basic; root; simply; absolutely (not); (not) at all,5
根据,,gēn jù,according to; based on; basis; foundation,5
跟,,gēn,heel; to follow closely; to go with; (of a woman) to marry sb; with; compared with; to; towards; and (joining two nouns),5
跟前,,gēn qián,the front (of); (in) front; (in) sb's presence; just before (a date),5
跟随,,gēn suí,to follow,5
更,,gēng,to change or replace; to experience; one of the five two-hour periods into which the night was formerly divided; watch (e.g. of a sentry or guard),5
更换,,gēng huàn,to replace (a worn-out tire etc); to change (one's address etc),5
更加,,gèng jiā,more (than sth else); even more,5
更新,,gēng xīn,to replace the old with new; to renew; to renovate; to upgrade; to update; to regenerate,5
工厂,,gōng chǎng,factory,5
工程,,gōng chéng,engineering; an engineering project; project; undertaking,5
工程师,,gōng chéng shī,engineer,5
工夫,,gōng fū,(old) laborer,5
工具,,gōng jù,tool; instrument; utensil; means (to achieve a goal etc),5
工人,,gōng rén,worker,5
工业,,gōng yè,industry,5
工艺,,gōng yì,arts and crafts; industrial arts,5
工艺品,,gōng yì pǐn,handicraft article; handiwork,5
工资,,gōng zī,wages; pay,5
工作,,gōng zuò,to work; (of a machine) to operate; job; work; task,5
工作日,,gōng zuò rì,workday; working day; weekday,5
公布,,gōng bù,to announce; to make public; to publish,5
公告,,gōng gào,post; announcement,5
公共,,gōng gòng,public; common; communal,5
公共汽车,,gōng gòng qì chē,bus,5
公交车,,gōng jiāo chē,public transport vehicle; town bus,5
公斤,,gōng jīn,kilogram (kg),5
公开,,gōng kāi,open; overt; public; to make public; to release,5
公里,,gōng lǐ,kilometer,5
公路,,gōng lù,highway; road,5
公民,,gōng mín,citizen,5
公平,,gōng píng,fair; impartial,5
公认,,gōng rèn,publicly known (to be); accepted (as),5
公式,,gōng shì,formula,5
公司,,gōng sī,company; firm; corporation,5
公务员,,gōng wù yuán,functionary; office-bearer,5
公元,,gōng yuán,CE (Common Era); Christian Era; AD (Anno Domini),5
公园,,gōng yuán,park (for public recreation),5
公正,,gōng zhèng,just; fair; equitable,5
功夫,,gōng fu,skill; art; kung fu; labor; effort,5
功课,,gōng kè,homework; assignment; task; classwork; lesson; study,5
功能,,gōng néng,function; capability,5
供应,,gōng yìng,to supply; to provide; to offer,5
共,,gòng,"common; general; to share; together; total; altogether; abbr. for 共产党, Communist party",5
共计,,gòng jì,to sum up to; to total,5
共同,,gòng tóng,common; joint; jointly; together; collaborative,5
共享,,gòng xiǎng,to share; to enjoy together,5
共有,,gòng yǒu,to have altogether; in all,5
沟,,gōu,ditch; gutter; groove; gully; ravine,5
沟通,,gōu tōng,to join; to connect; to link up; to communicate,5
狗,,gǒu,dog,5
构成,,gòu chéng,to constitute; to form; to compose; to make up; to configure (computing),5
构造,,gòu zào,structure; composition; tectonic (geology),5
购买,,gòu mǎi,to purchase; to buy,5
购物,,gòu wù,shopping,5
够,,gòu,enough (sufficient); enough (too much); (coll.) (before adj.) really; (coll.) to reach by stretching out,5
估计,,gū jì,to estimate; to reckon; (coll.) to suppose,5
姑娘,,gū niang,girl; young woman; young lady; daughter; paternal aunt (old),5
古,,Gǔ,surname Gu,5
古代,,gǔ dài,ancient times,5
古老,,gǔ lǎo,ancient; old; age-old,5
骨头,,gǔ tou,bone; moral character; bitterness; Taiwan pr. [gú tou],5
鼓,,gǔ,old variant of 鼓,5
鼓励,,gǔ lì,to encourage,5
鼓掌,,gǔ zhǎng,to applaud; to clap,5
固定,,gù dìng,to fix; to fasten; to set rigidly in place; fixed; set; regular,5
故事,,gù shì,old practice,5
故乡,,gù xiāng,home; homeland; native place,5
故意,,gù yì,deliberately; on purpose,5
顾客,,gù kè,customer; client,5
顾问,,gù wèn,adviser; consultant,5
瓜,,guā,melon; gourd; squash,5
挂,,guà,to hang or suspend (from a hook etc); to hang up (the phone); (of a line) to be dead; to be worried or concerned; to make a phone call (dialect); to register or record; classifier for sets or clusters of objects; (slang) to kill; to die; to be finished; to fail (an exam),5
怪,,guài,bewildering; odd; strange; uncanny; devil; monster; to wonder at; to blame; quite; rather,5
关,,Guān,surname Guan,5
关闭,,guān bì,"to close; to shut (a window etc); (of a shop, school etc) to shut down",5
关怀,,guān huái,care; solicitude; to show care for; concerned about; attentive to,5
关机,,guān jī,to turn off (a machine or device); to finish shooting a film,5
